"","Id","Name","Symbol","Algorithm","WithdrawFee","MinWithdraw","MaxWithdraw","MinBaseTrade","IsTipEnabled","MinTip","DepositConfirmations","Status","StatusMessage","ListingStatus","pumped","lastpump","lastpumpgroup","withpricedata","rankperc","rank"
"128",402,"ConquestCoin","CQST","X13",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",TRUE,"2018-10-09 20:59:00","ExeCrypto",TRUE,NA,NA
"129",837,"ContractNet","CNET","Ethash",0.01,0.02,2e+07,2e-05,FALSE,1,20,"Maintenance","23-OCT- 2018 CNET - Wallet placed in maintenance while we investigate network issues","Active",FALSE,NA,NA,FALSE,0.755534471853257,2389
"130",322,"CoolInDarkCoin","CC","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,480,"OK","9 October 2018 - CoolInDarkCoin (CC) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any CC balances to a compatible wallet at your earliest convenience. CC will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"131",683,"CopperCoin","COPPER","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,1,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.961733080328906,3041
"132",649,"Corion","COR","None",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"133",764,"Crave","CRAVE","SHA256",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.434535104364326,1374
"134",626,"CREAMcoin","CRM","X11",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"135",519,"CreativeCoin","CREA","Keccak",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"136",744,"CrowdCoin","CRC","NeoScrypt",1e-04,2e-04,2e+07,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,FALSE,NA,NA
"137",540,"CryptCoin","CRYPT","X11",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK","9 October 2018 - CryptCoin (CRYPT) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any CRYPT balances to a compatible wallet at your earliest convenience. CRYPT will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"138",33,"CryptoClub","CCB","X11",50,100,1e+07,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"139",342,"CryptoJacks","CJ","X13",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.52561669829222,1662
"140",664,"CryptopiaFeeShare","CEFS","None",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"141",103,"Cthulhu Offerings","OFF","Quark",1,2,2e+09,2e-05,FALSE,0.465,20,"Maintenance","25-MAY-2018 - OFF Wallet placed in maintenance while we investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"142",338,"Cubits","QBT","POS",0.01,0.02,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",TRUE,"2018-08-07 19:11:00","TheCryptoAnalysts",TRUE,NA,NA
"143",95,"Cypherfunks","FUNK","Scrypt",100,200,500000100,2e-05,FALSE,0,480,"Maintenance","23 October 2018 - Our FUNK wallet has been placed in maintenance while we investigate network issues. We apologise for any inconvenience and appreciate your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"144",687,"DA Power Play","DPP","None",200,205,2e+07,2e-05,FALSE,1,20,"OK","9 October 2018 - DA Power Play (DPP) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any DPP balances to a compatible wallet at your earliest convenience. DPP will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"145",599,"DA$","DAS","None",200,400,2e+07,2e-05,FALSE,0,20,"OK","9 October 2018 - DA$ (DAS) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any DAS balances to a compatible wallet at your earliest convenience. DAS will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"146",603,"DALECOIN","DALC","None",30,60,2e+07,2e-05,FALSE,0.20193861,20,"OK","9 October 2018 - DALECOIN (DALC) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any DALC balances to a compatible wallet at your earliest convenience. DALC will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,0.630297280202403,1993
"147",841,"DAPS Token","DAPS","None",0.01,0.02,2e+07,2e-05,TRUE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.145161290322581,459
"148",12,"DARK","DARK","SHA256",1,2,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",TRUE,"2018-10-27 16:59:00","superpumpssignalkings",TRUE,NA,NA
"149",280,"Darsek","KED","Scrypt",1e-04,0.01,2e+09,2e-05,FALSE,0,240,"Maintenance","10-OCT-2018 - KED Wallet placed in maintenance while we carry out a routine upgrade
. We apologise for this and seek your patience while we work to resolve the matter.

","Active",FALSE,NA,NA,TRUE,NA,NA
"150",497,"Dash","DASH","X11",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.00695762175838077,22
"151",542,"DaxxCoin","DAXX","Ethash",0.01,0.02,2e+07,2e-05,FALSE,0,20,"Maintenance","17-JUN-2018 - DAXX Wallet placed in maintenance while we investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"152",719,"Decision Token","HST","None",10,20,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.61100569259962,1932
"153",264,"Decred","DCR","Blake256",0.03,0.04,2e+09,2e-05,FALSE,0,20,"Maintenance","Investigating Wallet Issues - 6/11/18","Active",FALSE,NA,NA,TRUE,0.0120177103099304,38
"154",692,"DeepOnion","ONION","X13",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.208728652751423,660
"155",558,"Denarius","DNR","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,960,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"156",589,"Dentacoin","DCN","None",20000,40000,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.0800126502213789,253
"157",713,"Deuscoin","DEUS","Other",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"158",120,"Deutsche eMark","DEM","SHA256",1,2,2e+09,2e-05,FALSE,0,20,"Maintenance","08-NOV-2018 - DEM Wallet placed in maintenance while we investigate deposit issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,0.538899430740038,1704
"159",824,"Deviant","DEV","POS",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"160",15,"DigiByte","DGB","Scrypt",0.5,1.5,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.0205566097406705,65
"161",241,"Digitalcoin","DGC","X11",1e-04,4e-04,2e+09,2e-05,FALSE,0,720,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.574636306135357,1817
"162",644,"DigitalPrice","DP","SHA256",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,0.770082226438963,2435
"163",838,"DIMCOIN","DIM","Other",100,200,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",TRUE,"2018-08-19 19:00:00","hitpumpsandsignals",TRUE,0.442757748260595,1400
"164",183,"Dimecoin","DIME","Quark",1e-04,0.1,4.99e+08,2e-05,FALSE,0,200,"Maintenance","27/10/2018 - DIME is in maintenance as we investigate some deposit issues, thanks for your patience!","Active",FALSE,NA,NA,TRUE,0.273244781783681,864
"165",541,"DinastyCoin","DCY","CryptoNight",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.347248576850095,1098
"166",823,"Divi","DIVI","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.0664136622390892,210
"167",724,"Divi Exchange Token","DIVX","None",3,6,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"168",4,"Dogecoin","DOGE","Scrypt",3,6,2e+09,100,TRUE,4.5,6,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.0104364326375712,33
"169",432,"DonationCoin","DON","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK","9 October 2018 - DonationCoin (DON) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any DON balances to a compatible wallet at your earliest convenience. DON will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"170",577,"DopeCoin","DOPE","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,1,320,"OK",NA,"Active",TRUE,"2018-10-06 20:30:00","PrivateGroupforpump",TRUE,0.412080961416825,1303
"171",2,"Dotcoin","DOT","None",0,10,2e+09,2e-05,TRUE,9,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"172",588,"Droxne","DRXNE","POS",0.01,20,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",TRUE,"2018-10-16 16:00:00","crypto_pump_island",TRUE,NA,NA
"173",753,"DRP Utility","DRPU","None",5,10,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"174",620,"DubaiCoin","DBIX","Dagger",0.04,0.05,2e+07,2e-05,FALSE,1,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.368753953194181,1166
"175",856,"D-Zone Coin","DZC","None",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,NA,NA
"176",500,"Eclipse","EC","POS",0.01,0.02,2e+07,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"177",546,"EcoBit","ECOB","None",20,40,2e+07,2e-05,FALSE,0,20,"OK","9 October 2018 - EcoBit (ECOB) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any ECOB balances to a compatible wallet at your earliest convenience. ECOB will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,0.180581910183428,571
"178",704,"Eddiecoin","EDDIE","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,160,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"179",291,"EDRcoin","EDRC","SHA256",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.484187223276407,1531
"180",345,"EducoinV","EDC","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",TRUE,"2018-10-21 19:59:00","pumpsxxx",TRUE,NA,NA
"181",364,"E-Gulden","EFL","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.271663504111322,859
"182",543,"Einsteinium","EMC2","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,1100,"Maintenance","24-SEP-2018 - EMC2 Wallet placed in maintenance at the request of the devs. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,0.101834282099937,322
"183",162,"ElaCoin","ELC","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,"2018-10-18 18:00:00","bombabitcoin1",TRUE,NA,NA
"184",775,"Electra","ECA","Nist5",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.117647058823529,372
"185",695,"Electroneum","ETN","CryptoNight",5,10,50000,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.0401644528779254,127
"186",669,"Elements","ELM","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,960,"OK","9 October 2018 - Elements (ELM) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any ELM balances to a compatible wallet at your earliest convenience. ELM will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-08-07 16:00:00","crypto_pump_island",TRUE,NA,NA
"187",331,"Elite","1337","POS",0.01,20000,9e+07,2e-05,FALSE,166.66666666,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.288741302972802,913
"188",736,"Ellaism","ELLA","Ethash",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.586337760910816,1854
"189",205,"EmbargoCoin","EBG","SHA256",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"Maintenance","30-AUG-2018 - EBG Wallet placed in maintenance while we investigate deposit issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"190",385,"EmberCoin","EMB","X13",0.01,0.02,8e+08,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.752371916508539,2379
"191",623,"Embers","MBRS","None",400,800,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"192",236,"Emerald Crypto","EMD","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,9.09090909,1440,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.487033523086654,1540
"193",102,"EmerCoin","EMC","SHA256",0.03,2,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.166666666666667,527
"194",734,"EncrypGen","DNA","None",60,120,2e+07,2e-05,FALSE,0.29377203,20,"OK","","Active",FALSE,NA,NA,TRUE,0.275142314990512,870
"195",610,"EncryptoTel","ETT","None",27,54,2e+07,2e-05,FALSE,1,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.427577482605946,1352
"196",817,"Energi","NRG","Ethash",0.01,0.02,2e+07,2e-05,FALSE,1,20,"Maintenance","06/11/2018 - NRG in maintenance as we investigate network issues, thanks for your patience in the meantime!","Active",FALSE,NA,NA,FALSE,0.036685641998735,116
"197",680,"Enjin Coin","ENJ","None",80,160,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,0.0341555977229602,108
"198",805,"EOS","EOS","Other",0.01,0.02,2e+07,2e-05,FALSE,0,50,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.00221378874130297,7
"199",643,"Equitrade","EQT","X11",0.01,0.02,2e+07,2e-05,FALSE,0,20,"Maintenance","20/10/2018 - EQT Wallet placed in maintenance at the request of the Equitrade. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,"2018-09-16 17:00:00","massivepump1",TRUE,NA,NA
"200",433,"Eryllium","ERY","X11",0.01,0.02,2e+09,2e-05,FALSE,2.5,200,"OK",NA,"Active",TRUE,"2018-09-24 21:00:00","superpumpssignalkings",TRUE,0.642314990512334,2031
"201",530,"Ethereum","ETH","Ethash",0.004,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.000632511068943707,2
"202",348,"Ethereum Classic","ETC","Dagger",0.01,0.02,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.00759013282732448,24
"203",707,"Ethereum Dark","ETHD","None",90,180,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"204",598,"Etheriya","RIYA","None",9,18,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,0.651486401012018,2060
"205",795,"EtherZero","ETZ","Ethash",0.01,0.02,2e+07,2e-05,FALSE,0,20,"Maintenance","08/10/2018 - UPDATE: Your patience is very much appreciated as we work to resolve anomalous deposit activity with ETZ, we realise this is important to you!","Active",FALSE,NA,NA,TRUE,NA,NA
"206",232,"EverGreenCoin","EGC","POS",1e-04,4e-04,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",TRUE,"2018-10-02 20:00:00","PrivateGroupforpump",TRUE,0.423782416192283,1340
"207",670,"Everus","EVR","None",90,180,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,0.0480708412397217,152
"208",246,"Evilcoin","EVIL","X11",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"OK","9 October 2018 - Evilcoin (EVIL) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any EVIL balances to a compatible wallet at your earliest convenience. EVIL will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-08-29 15:00:00","pumpn",TRUE,NA,NA
"209",231,"Evotion","EVO","SHA256",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"OK","9 October 2018 - Evotion (EVO) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any EVO balances to a compatible wallet at your earliest convenience. EVO will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-09-13 16:00:00","crypto_pump_island",TRUE,NA,NA
"210",351,"Expanse","EXP","Dagger",0.01,0.02,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.301391524351676,953
"211",778,"Experience Points","XP","SHA256",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.333333333333333,1054
"212",219,"ExperienceCoin","EPC","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,1720,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"213",772,"EZToken","EZT","None",20,40,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"214",799,"Fabric Token","FT","None",120,240,2e+07,2e-05,FALSE,1,20,"OK","","Active",TRUE,"2018-10-12 20:29:00","officialmcafeepumpsignals",TRUE,0.450664136622391,1425
"215",368,"Factom","FCT","Scrypt",0.1,0.2,2e+09,2e-05,FALSE,0,50,"Maintenance","25/10/18 - In maintenance briefly for infrastructure upgrades, thank you for your patience during this time!","Active",FALSE,NA,NA,TRUE,0.0518659076533839,164
"216",631,"Fantasy Cash","FANS","POS",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",TRUE,"2018-10-22 20:29:00","officialmcafeepumpsignals",FALSE,NA,NA
"217",867,"Fantasy Gold Coin","FGC","Nist5",0.01,0.02,2e+07,2e-05,TRUE,0,20,"Maintenance","08/11/2018 - FGC Wallet placed in maintenance at request of the FGC team while we perform an update to the wallet. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,FALSE,NA,NA
"218",248,"FastCoin","FST","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,2400,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"219",7,"Feathercoin","FTC","NeoScrypt",1,2,2e+09,2e-05,FALSE,0.2,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.181214421252372,573
"220",65,"FeatherCoinClassic","FTCC","Scrypt",10,20,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"221",292,"FireFlyCoin","FFC","SHA256",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"Maintenance","30-AUG-2018 - FFC Wallet placed in maintenance while we investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"222",544,"FLASH","FLASH","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.182795698924731,578
"223",136,"Flaxscript","FLAX","C11",1e-04,2e-04,2e+09,2e-05,FALSE,1.7,20,"OK",NA,"Active",TRUE,"2018-10-23 16:00:00","crypto_pump_island",TRUE,NA,NA
"224",112,"FloripaCoin","FLN","Scrypt",100,200,1e+07,2e-05,FALSE,0,666,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"225",377,"FlutterCoin","FLT","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"226",77,"FonzieCoin","FONZ","SHA256",1,2,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"227",286,"Francs","FRN","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,480,"OK","9 October 2018 - Francs (FRN) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any FRN balances to a compatible wallet at your earliest convenience. FRN will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-10-05 18:00:00","massivepump1",TRUE,0.751106894370651,2375
"228",859,"FTEC","FTEC","None",100,200,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,NA,NA
"229",525,"FuelCoin","FC2","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,480,"OK",NA,"Active",TRUE,"2018-08-10 16:00:00","crypto_pump_island",TRUE,NA,NA
"230",363,"FujiCoin","FJC","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.398165717900063,1259
"231",279,"FuzzBalls","FUZZ","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,960,"OK",NA,"Active",TRUE,"2018-10-08 17:59:00","PrivateGroupforpump",TRUE,0.556925996204934,1761
"232",767,"Gainer","GNR","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,420,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"233",769,"Galactrum","ORE","Lyra2RE",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.532890575585073,1685
"234",156,"GameCredits","GAME","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,300,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.134408602150538,425
"235",365,"Gapcoin","GAP","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"236",818,"GazeCoin","GZE","None",0.04,0.08,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,FALSE,0.759645793801392,2402
"237",73,"GCN","GCN","Scrypt",100,200,2e+09,2e-05,FALSE,10000,240,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.473118279569892,1496
"238",477,"GeertCoin","GEERT","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,200,"OK","9 October 2018 - GeertCoin (GEERT) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any GEERT balances to a compatible wallet at your earliest convenience. GEERT will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"239",864,"Gentarium","GTM","Lyra2Zoin",0.01,0.02,2e+07,2e-05,FALSE,0,20,"Maintenance","06-Nov-2018 - GTM has been placed into maintenance while we carry out a network infrastructure upgrade. Please accept our apologies for any inconvenience this may cause and bear with us while we complete the work","Active",FALSE,NA,NA,FALSE,0.443074003795066,1401
"240",758,"GeoCoin","GEO","None",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.31404174573055,993
"241",811,"GINcoin","GIN","Lyra2Zoin",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.497786211258697,1574
"242",794,"Global Cryptocurrency","GCC","X13",0.01,0.02,2e+07,2e-05,FALSE,0,20,"Maintenance","11-OCT-18 GCC- Wallet in Maintenance at the request of Coin Dev.","Active",FALSE,NA,NA,FALSE,0.207463630613536,656
"243",50,"GlobalBoost-Y","BSTY","Yescrypt",1,2,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.428526249209361,1355
"244",531,"Gnosis","GNO","None",0.11,0.22,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",TRUE,"2018-10-28 20:00:00","PrivateLionGroup",TRUE,0.0727387729285262,230
"245",715,"GoByte","GBX","NeoScrypt",0.01,0.02,2e+07,2e-05,FALSE,0,40,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.466160657811512,1474
"246",208,"GoldCoin","GLD","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0.14,240,"Maintenance","05-SEP-18 - GLD Wallet in maintenance while we are working with the GLD developer to investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"247",176,"GoldPieces","GP","X11",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"OK","9 October 2018 - GoldPieces (GP) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any GP balances to a compatible wallet at your earliest convenience. GP will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"248",300,"GoldPressedLatinum ","GPL","Scrypt_jane",1e-04,4e-04,2e+09,2e-05,FALSE,0,480,"OK","9 October 2018 - GoldPressedLatinum  (GPL) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any GPL balances to a compatible wallet at your earliest convenience. GPL will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"249",532,"Golem","GNT","None",20,40,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.0382669196710942,121
"250",822,"GRAFT","GRFT","CryptoNight",1,0.02,2e+07,2e-05,FALSE,1,20,"Maintenance","31-OCT-2018 - GRFT Wallet placed in maintenance while we investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,0.381720430107527,1207
"251",133,"GrandCoin","GDC","Scrypt",10,20,2e+09,2e-05,FALSE,0,640,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
